id_corredor,idade,genero,distancia,tempo_prova,cidade,estado,data_evento
405,,Feminino,5km,00:59:16,Belo horizonte,MG,2023-09-16
406,46,Masculino,42km,00:40:15,Caxias do sul,RS,2023-04-07
407,26,Feminino,5km,01:39:10,Santos,SP,2023-09-01
408,55,Feminino,10km,00:43:43,Rio de janeiro,RJ,2023-14-10
409,,Masculino,21km,01:12:42,Niteroi,RJ,2023-29-05
410,,Masculino,42km,00:42:03,Petropolis,RJ,2023-10-16
411,,Feminino,5km,00:38:48,Uberlandia,MG,2023-12-16
412,,Feminino,5km,01:48:26,Campinas,SP,2023-01-13
413,62,Masculino,42km,00:35:43,Campinas,SP,2023-07-15
414,31,Feminino,42km,00:13:02,Belo horizonte,MG,2023-08-29
415,18,Feminino,10km,02:19:46,Santos,SP,2023-06-06
416,53,Feminino,21km,03:31:20,Porto alegre,RS,2023-11-06
417,23,Masculino,10km,04:37:32,Rio de janeiro,RJ,2023-02-09
418,,Masculino,10km,00:27:29,Belo horizonte,MG,2023-06-10
419,,Feminino,5km,00:40:55,Petropolis,RJ,2023-01-15
420,54,Masculino,5km,02:31:13,Santos,SP,2023-29-04
421,,Masculino,5km,00:29:53,Caxias do sul,RS,2023-09-29
422,27,Masculino,5km,02:37:27,Sao paulo,SP,2023-01-27
423,,Feminino,42km,00:17:39,Ouro preto,MG,2023-22-09
424,36,Feminino,21km,00:32:48,Sao paulo,SP,2023-09-12
425,28,Masculino,42km,01:44:01,Caxias do sul,RS,2023-10-17
426,31,Feminino,21km,05:21:16,Campinas,SP,2023-15-01
427,63,Masculino,5km,00:49:18,Rio de janeiro,RJ,2023-02-07
428,45,Feminino,42km,03:22:03,Rio de janeiro,RJ,2023-02-22
429,52,Masculino,5km,05:25:52,Rio de janeiro,RJ,2023-05-16
430,,Masculino,10km,04:33:44,Caxias do sul,RS,2023-07-22
431,,Masculino,5km,00:37:45,Santos,SP,2023-21-12
432,,Masculino,10km,04:33:56,Rio de janeiro,RJ,2023-07-27
433,,Masculino,42km,05:12:57,Gramado,RS,2023-03-06
434,44,Feminino,10km,02:50:46,Ouro preto,MG,2023-10-01
435,,Feminino,10km,01:27:46,Rio de janeiro,RJ,2023-08-11
436,34,Masculino,10km,04:56:45,Ouro preto,MG,2023-05-20
437,50,Feminino,10km,04:57:51,Petropolis,RJ,2023-01-07
438,45,Feminino,5km,00:33:53,Belo horizonte,MG,2023-07-25
439,34,Masculino,5km,02:53:24,Niteroi,RJ,2023-02-03
440,46,Feminino,5km,01:36:37,Santos,SP,2023-07-26
441,51,Masculino,42km,00:18:43,Niteroi,RJ,2023-25-05
442,46,Feminino,10km,00:34:26,Porto alegre,RS,2023-10-17
443,41,Feminino,42km,00:25:53,Santos,SP,2023-23-01
444,25,Masculino,5km,05:32:01,Ouro preto,MG,2023-09-12
445,24,Feminino,42km,00:18:28,Caxias do sul,RS,2023-03-11
446,42,Feminino,5km,04:14:06,Uberlandia,MG,2023-03-04
447,,Feminino,42km,03:16:16,Rio de janeiro,RJ,2023-12-12
448,35,Feminino,5km,04:43:25,Gramado,RS,2023-13-10
449,,Masculino,10km,02:26:54,Sao paulo,SP,2023-09-27
450,,Feminino,21km,00:21:25,Porto alegre,RS,2023-06-20
451,,Masculino,10km,00:50:12,Porto alegre,RS,2023-11-11
452,46,Feminino,5km,00:32:35,Porto alegre,RS,2023-05-28
453,46,Masculino,5km,05:11:26,Porto alegre,RS,2023-12-29
454,45,Feminino,5km,00:28:36,Caxias do sul,RS,2023-11-12
455,,Feminino,10km,01:26:14,Porto alegre,RS,2023-11-24
456,28,Feminino,5km,05:48:55,Gramado,RS,2023-04-11
457,55,Feminino,42km,00:37:48,Rio de janeiro,RJ,2023-11-11
458,,Feminino,5km,02:39:10,Porto alegre,RS,2023-12-10
459,,Masculino,42km,04:18:53,Uberlandia,MG,2023-11-09
460,29,Feminino,5km,02:26:23,Belo horizonte,MG,2023-10-25
461,31,Masculino,10km,00:28:35,Uberlandia,MG,2023-06-24
462,32,Masculino,21km,05:11:59,Caxias do sul,RS,2023-05-13
463,22,Masculino,10km,01:23:32,Sao paulo,SP,2023-12-03
464,,Feminino,5km,00:12:32,Gramado,RS,2023-09-24
465,20,Feminino,10km,03:28:16,Campinas,SP,2023-31-08
466,,Masculino,42km,00:23:32,Rio de janeiro,RJ,2023-08-20
467,63,Masculino,5km,03:50:12,Gramado,RS,2023-02-28
468,,Feminino,10km,00:40:51,Sao paulo,SP,2023-01-03
469,53,Masculino,21km,01:42:23,Santos,SP,2023-23-04
470,18,Masculino,5km,00:46:28,Rio de janeiro,RJ,2023-12-05
471,,Feminino,21km,00:48:03,Ouro preto,MG,2023-15-11
472,52,Masculino,10km,00:17:52,Campinas,SP,2023-23-01
473,,Masculino,21km,02:30:52,Belo horizonte,MG,2023-03-16
474,28,Masculino,21km,01:46:37,Niteroi,RJ,2023-01-28
475,48,Masculino,42km,00:42:05,Gramado,RS,2023-02-23
476,47,Masculino,10km,02:26:58,Ouro preto,MG,2023-12-12
477,,Feminino,42km,00:49:53,Gramado,RS,2023-10-04
478,,Feminino,10km,04:23:26,Niteroi,RJ,2023-17-04
479,,Feminino,5km,01:12:27,Uberlandia,MG,2023-06-18
480,37,Masculino,10km,00:47:04,Petropolis,RJ,2023-01-19
481,49,Masculino,5km,00:58:31,Gramado,RS,2023-25-11
482,27,Masculino,21km,00:58:02,Caxias do sul,RS,2023-08-02
483,42,Masculino,42km,03:10:07,Santos,SP,2023-05-06
484,32,Masculino,42km,02:35:58,Caxias do sul,RS,2023-03-19
485,25,Feminino,10km,00:34:15,Niteroi,RJ,2023-03-01
486,,Masculino,10km,05:42:58,Porto alegre,RS,2023-12-07
487,,Masculino,10km,04:22:03,Porto alegre,RS,2023-05-15
488,22,Feminino,42km,01:24:18,Santos,SP,2023-04-11
489,21,Feminino,21km,03:55:20,Petropolis,RJ,2023-10-18
490,61,Masculino,21km,00:43:51,Santos,SP,2023-24-05
491,,Masculino,10km,00:53:52,Petropolis,RJ,2023-07-06
492,32,Masculino,21km,05:57:56,Gramado,RS,2023-03-29
493,40,Feminino,10km,00:13:43,Gramado,RS,2023-07-12
494,24,Masculino,10km,00:42:39,Petropolis,RJ,2023-08-02
495,,Masculino,42km,00:59:00,Niteroi,RJ,2023-08-15
496,63,Masculino,5km,00:51:14,Belo horizonte,MG,2023-26-02
497,56,Feminino,5km,04:57:42,Petropolis,RJ,2023-11-08
498,,Feminino,42km,00:21:45,Campinas,SP,2023-14-05
499,56,Feminino,10km,00:59:03,Petropolis,RJ,2023-01-12
500,35,Masculino,42km,00:47:28,Niteroi,RJ,2023-02-06
501,,Feminino,21km,03:20:34,Gramado,RS,2023-07-06
502,43,Masculino,10km,03:57:29,Rio de janeiro,RJ,2023-10-13
503,26,Feminino,42km,03:50:14,Niteroi,RJ,2023-11-08
504,45,Masculino,5km,00:12:42,Ouro preto,MG,2023-26-08
505,33,Feminino,42km,02:16:54,Rio de janeiro,RJ,2023-03-11
506,,Masculino,10km,03:21:05,Sao paulo,SP,2023-03-09
507,,Feminino,10km,00:35:45,Ouro preto,MG,2023-13-01
508,33,Masculino,5km,00:16:20,Rio de janeiro,RJ,2023-04-24
509,30,Masculino,5km,00:43:07,Santos,SP,2023-06-14
510,,Feminino,10km,00:11:07,Santos,SP,2023-04-27
511,,Masculino,5km,04:10:28,Santos,SP,2023-11-11
512,60,Masculino,21km,03:17:53,Sao paulo,SP,2023-08-12
513,39,Feminino,10km,04:33:10,Campinas,SP,2023-08-02
514,,Masculino,10km,00:26:43,Gramado,RS,2023-12-30
515,,Feminino,5km,01:24:52,Niteroi,RJ,2023-08-27
516,,Feminino,5km,05:55:52,Porto alegre,RS,2023-05-03
517,65,Feminino,21km,01:15:36,Campinas,SP,2023-09-13
518,35,Feminino,5km,00:33:14,Gramado,RS,2023-05-06
519,62,Feminino,5km,00:40:10,Ouro preto,MG,2023-17-05
520,63,Feminino,10km,02:27:51,Campinas,SP,2023-29-01
521,,Masculino,5km,01:23:23,Caxias do sul,RS,2023-05-30
522,18,Masculino,5km,02:10:03,Uberlandia,MG,2023-12-01
523,53,Feminino,10km,05:29:31,Sao paulo,SP,2023-01-09
524,39,Masculino,10km,02:52:56,Ouro preto,MG,2023-03-18
525,58,Feminino,5km,05:45:11,Santos,SP,2023-07-09
526,42,Feminino,10km,00:42:05,Petropolis,RJ,2023-18-07
527,46,Masculino,5km,01:49:20,Belo horizonte,MG,2023-05-25
528,,Feminino,42km,01:14:10,Uberlandia,MG,2023-30-01
529,41,Feminino,10km,00:26:32,Belo horizonte,MG,2023-30-07
530,64,Feminino,5km,02:58:23,Belo horizonte,MG,2023-09-12
531,48,Feminino,10km,02:55:09,Petropolis,RJ,2023-03-10
532,20,Masculino,10km,00:41:30,Belo horizonte,MG,2023-01-06
533,22,Masculino,21km,05:54:39,Ouro preto,MG,2023-11-17
534,,Masculino,5km,01:21:59,Caxias do sul,RS,2023-05-06
535,42,Masculino,10km,00:26:03,Niteroi,RJ,2023-02-23
536,28,Feminino,10km,00:33:46,Uberlandia,MG,2023-13-01
537,19,Feminino,10km,01:52:11,Niteroi,RJ,2023-23-08
538,19,Masculino,21km,00:13:39,Santos,SP,2023-16-06
539,32,Feminino,42km,00:53:28,Gramado,RS,2023-09-12
540,25,Feminino,42km,02:11:37,Caxias do sul,RS,2023-03-25
541,57,Masculino,10km,04:24:52,Caxias do sul,RS,2023-08-12
542,,Feminino,5km,01:16:27,Belo horizonte,MG,2023-07-06
543,57,Feminino,10km,00:34:57,Belo horizonte,MG,2023-02-22
544,,Masculino,42km,00:51:31,Niteroi,RJ,2023-09-07
545,,Masculino,5km,05:43:00,Santos,SP,2023-01-22
546,,Masculino,5km,05:38:32,Santos,SP,2023-12-19
547,,Masculino,10km,03:18:13,Porto alegre,RS,2023-19-11
548,,Masculino,42km,00:17:33,Uberlandia,MG,2023-01-07
549,57,Masculino,10km,01:39:24,Campinas,SP,2023-10-08
550,44,Feminino,10km,04:51:59,Caxias do sul,RS,2023-06-04
551,,Feminino,10km,01:52:41,Caxias do sul,RS,2023-11-30
552,58,Feminino,5km,03:14:22,Belo horizonte,MG,2023-07-28
553,,Masculino,42km,03:51:12,Sao paulo,SP,2023-07-08
554,31,Feminino,10km,03:52:31,Petropolis,RJ,2023-09-03
555,38,Masculino,42km,00:24:41,Uberlandia,MG,2023-07-21
556,,Feminino,5km,05:46:45,Uberlandia,MG,2023-09-11
557,,Feminino,10km,05:17:13,Porto alegre,RS,2023-12-02
558,,Feminino,42km,00:42:00,Sao paulo,SP,2023-03-05
559,58,Feminino,5km,00:27:01,Caxias do sul,RS,2023-08-29
560,44,Feminino,10km,04:38:55,Petropolis,RJ,2023-07-05
561,47,Masculino,5km,02:43:08,Ouro preto,MG,2023-07-28
562,26,Feminino,42km,01:20:04,Rio de janeiro,RJ,2023-05-20
563,40,Masculino,10km,00:37:42,Belo horizonte,MG,2023-07-11
564,42,Masculino,10km,00:42:37,Caxias do sul,RS,2023-03-02
565,31,Masculino,42km,04:51:35,Niteroi,RJ,2023-11-16
566,,Masculino,21km,00:53:31,Uberlandia,MG,2023-12-21
567,45,Masculino,5km,05:34:20,Uberlandia,MG,2023-11-09
568,58,Feminino,5km,00:34:07,Sao paulo,SP,2023-07-21
569,31,Feminino,42km,01:46:05,Ouro preto,MG,2023-07-10
570,32,Feminino,10km,04:57:05,Campinas,SP,2023-03-11
571,,Feminino,21km,04:58:46,Gramado,RS,2023-12-03
572,63,Masculino,5km,02:29:55,Sao paulo,SP,2023-01-29
573,59,Masculino,5km,01:37:42,Uberlandia,MG,2023-01-04
574,61,Masculino,42km,05:12:40,Santos,SP,2023-10-03
575,,Feminino,21km,05:57:02,Campinas,SP,2023-30-12
576,,Masculino,10km,01:27:08,Uberlandia,MG,2023-02-13
577,40,Masculino,42km,01:52:34,Belo horizonte,MG,2023-03-03
578,47,Feminino,21km,02:58:30,Belo horizonte,MG,2023-05-08
579,29,Feminino,10km,01:36:51,Gramado,RS,2023-06-07
580,28,Masculino,5km,03:25:43,Gramado,RS,2023-09-19
581,,Feminino,5km,04:52:22,Petropolis,RJ,2023-04-20
582,60,Masculino,10km,00:46:00,Rio de janeiro,RJ,2023-03-05
583,,Masculino,10km,03:24:35,Petropolis,RJ,2023-22-03
584,,Feminino,5km,00:52:18,Caxias do sul,RS,2023-06-12
585,,Masculino,42km,00:11:36,Caxias do sul,RS,2023-02-11
586,45,Masculino,5km,03:34:57,Belo horizonte,MG,2023-01-12
587,62,Feminino,5km,02:38:39,Caxias do sul,RS,2023-09-17
588,48,Masculino,5km,00:26:44,Sao paulo,SP,2023-03-08
589,45,Feminino,5km,02:30:31,Gramado,RS,2023-14-08
590,51,Feminino,42km,01:42:24,Petropolis,RJ,2023-05-08
591,31,Masculino,10km,01:44:58,Porto alegre,RS,2023-10-29
592,65,Feminino,10km,01:56:51,Niteroi,RJ,2023-08-04
593,45,Masculino,42km,05:31:05,Sao paulo,SP,2023-06-03
594,56,Feminino,10km,00:58:26,Belo horizonte,MG,2023-22-08
595,60,Feminino,21km,04:53:57,Petropolis,RJ,2023-14-05
596,36,Feminino,42km,03:24:49,Rio de janeiro,RJ,2023-01-07
597,25,Masculino,42km,00:50:03,Ouro preto,MG,2023-09-28
598,60,Feminino,21km,00:23:34,Rio de janeiro,RJ,2023-08-21
599,,Feminino,5km,00:45:08,Ouro preto,MG,2023-05-17
600,,Feminino,10km,00:33:46,Belo horizonte,MG,2023-05-05
601,56,Masculino,10km,01:47:33,Belo horizonte,MG,2023-29-09
602,22,Masculino,5km,03:23:11,Niteroi,RJ,2023-18-03
603,51,Feminino,21km,00:33:39,Gramado,RS,2023-03-14
604,44,Masculino,5km,03:37:30,Campinas,SP,2023-01-18
605,35,Masculino,42km,00:13:48,Porto alegre,RS,2023-18-03
606,,Masculino,21km,00:13:59,Belo horizonte,MG,2023-12-22
607,,Masculino,5km,05:13:31,Rio de janeiro,RJ,2023-06-27
608,18,Feminino,21km,00:15:11,Sao paulo,SP,2023-03-01
609,58,Feminino,5km,00:29:15,Porto alegre,RS,2023-09-15
610,54,Masculino,21km,01:24:56,Belo horizonte,MG,2023-12-02
611,,Feminino,42km,00:33:45,Sao paulo,SP,2023-10-04
612,53,Masculino,10km,03:26:53,Sao paulo,SP,2023-12-22
613,46,Masculino,21km,00:31:04,Caxias do sul,RS,2023-05-21
614,21,Feminino,5km,04:51:19,Porto alegre,RS,2023-02-06
615,20,Masculino,42km,00:52:27,Ouro preto,MG,2023-12-22
616,56,Masculino,10km,00:19:48,Caxias do sul,RS,2023-08-30
617,59,Feminino,5km,03:57:35,Uberlandia,MG,2023-29-03
618,,Feminino,10km,02:16:22,Campinas,SP,2023-04-26
619,41,Feminino,10km,00:11:02,Rio de janeiro,RJ,2023-11-07
620,41,Feminino,42km,04:42:46,Sao paulo,SP,2023-04-03
621,38,Masculino,21km,00:47:23,Niteroi,RJ,2023-03-21
622,42,Masculino,21km,00:26:56,Belo horizonte,MG,2023-04-08
623,,Masculino,10km,05:27:58,Rio de janeiro,RJ,2023-03-28
624,,Feminino,5km,00:32:26,Caxias do sul,RS,2023-09-21
625,30,Masculino,10km,04:20:04,Gramado,RS,2023-01-16
626,64,Masculino,10km,01:25:10,Rio de janeiro,RJ,2023-02-22
627,34,Masculino,10km,00:10:30,Gramado,RS,2023-21-06
628,65,Masculino,10km,00:47:07,Santos,SP,2023-02-03
629,,Masculino,21km,00:33:47,Caxias do sul,RS,2023-10-06
630,42,Feminino,10km,00:16:11,Niteroi,RJ,2023-05-11
631,37,Feminino,10km,02:23:15,Petropolis,RJ,2023-09-03
632,29,Feminino,21km,04:36:26,Gramado,RS,2023-03-11
633,30,Masculino,42km,01:10:45,Rio de janeiro,RJ,2023-01-01
634,46,Masculino,21km,02:57:29,Caxias do sul,RS,2023-23-06
635,35,Feminino,21km,00:22:34,Caxias do sul,RS,2023-06-26
636,,Masculino,42km,05:23:39,Niteroi,RJ,2023-12-26
637,24,Feminino,42km,02:17:55,Ouro preto,MG,2023-10-11
638,60,Masculino,5km,00:28:07,Ouro preto,MG,2023-02-06
639,,Masculino,42km,00:10:30,Caxias do sul,RS,2023-05-01
640,,Feminino,42km,00:32:44,Gramado,RS,2023-01-04
641,,Masculino,42km,03:37:11,Sao paulo,SP,2023-02-07
642,,Masculino,21km,01:20:35,Petropolis,RJ,2023-07-15
643,55,Masculino,42km,00:51:15,Petropolis,RJ,2023-14-11
644,51,Masculino,42km,03:53:49,Santos,SP,2023-26-05
645,51,Feminino,10km,05:24:04,Gramado,RS,2023-12-03
646,26,Masculino,42km,00:26:21,Petropolis,RJ,2023-10-01
647,64,Masculino,10km,03:25:12,Belo horizonte,MG,2023-04-08
648,,Masculino,5km,04:15:19,Santos,SP,2023-02-25
649,63,Masculino,21km,00:51:18,Ouro preto,MG,2023-04-10
650,35,Feminino,5km,00:40:10,Porto alegre,RS,2023-15-12
651,36,Masculino,10km,01:22:36,Sao paulo,SP,2023-11-03
652,48,Feminino,5km,00:10:12,Belo horizonte,MG,2023-09-23
653,65,Feminino,42km,01:24:56,Sao paulo,SP,2023-11-29
654,33,Masculino,42km,00:25:38,Uberlandia,MG,2023-05-22
655,36,Masculino,5km,00:59:51,Campinas,SP,2023-04-04
656,29,Masculino,42km,00:42:52,Uberlandia,MG,2023-03-30
657,,Feminino,10km,04:38:35,Petropolis,RJ,2023-09-08
658,34,Feminino,5km,02:30:29,Campinas,SP,2023-24-03
659,23,Feminino,5km,00:41:02,Belo horizonte,MG,2023-08-02
660,53,Masculino,10km,03:22:04,Campinas,SP,2023-03-16
661,30,Masculino,10km,03:25:34,Belo horizonte,MG,2023-11-06
662,46,Feminino,5km,04:43:39,Petropolis,RJ,2023-01-29
663,28,Masculino,42km,05:21:11,Ouro preto,MG,2023-12-22
664,,Masculino,5km,05:27:31,Sao paulo,SP,2023-07-09
665,,Feminino,5km,00:44:04,Belo horizonte,MG,2023-03-03
666,18,Feminino,21km,00:18:36,Santos,SP,2023-30-12
667,25,Masculino,42km,00:46:29,Campinas,SP,2023-02-01
668,53,Feminino,10km,04:34:07,Sao paulo,SP,2023-02-18
669,,Feminino,5km,00:58:59,Santos,SP,2023-10-29
670,65,Feminino,5km,00:35:57,Caxias do sul,RS,2023-16-08
671,52,Masculino,42km,02:58:31,Porto alegre,RS,2023-08-01
672,,Feminino,10km,00:20:50,Uberlandia,MG,2023-05-19
673,46,Masculino,5km,01:59:22,Ouro preto,MG,2023-02-04
674,43,Feminino,42km,03:19:23,Ouro preto,MG,2023-03-16
675,,Masculino,5km,05:55:08,Caxias do sul,RS,2023-17-12
676,,Feminino,10km,00:31:56,Petropolis,RJ,2023-04-10
677,21,Feminino,10km,01:43:21,Uberlandia,MG,2023-08-08
678,47,Masculino,10km,00:58:04,Caxias do sul,RS,2023-21-01
679,25,Masculino,5km,00:19:18,Rio de janeiro,RJ,2023-02-01
680,21,Feminino,21km,05:39:00,Santos,SP,2023-29-06
681,64,Feminino,5km,00:52:09,Belo horizonte,MG,2023-10-27
682,,Masculino,21km,00:54:15,Niteroi,RJ,2023-10-24
683,,Feminino,21km,00:22:50,Petropolis,RJ,2023-21-04
684,59,Masculino,10km,00:28:28,Campinas,SP,2023-05-04
685,,Feminino,42km,02:32:37,Petropolis,RJ,2023-03-08
686,59,Feminino,10km,03:27:38,Santos,SP,2023-01-28
687,23,Masculino,10km,00:54:06,Niteroi,RJ,2023-04-12
688,,Masculino,5km,04:28:18,Caxias do sul,RS,2023-07-06
689,27,Feminino,10km,03:12:37,Campinas,SP,2023-03-26
690,39,Masculino,21km,00:33:26,Uberlandia,MG,2023-02-27
691,45,Feminino,10km,00:15:54,Petropolis,RJ,2023-06-17
692,44,Masculino,42km,04:25:18,Ouro preto,MG,2023-12-02
693,,Masculino,21km,02:11:12,Campinas,SP,2023-04-14
694,37,Feminino,42km,02:50:53,Uberlandia,MG,2023-07-14
695,29,Feminino,10km,04:23:19,Belo horizonte,MG,2023-05-29
696,37,Masculino,21km,04:24:21,Petropolis,RJ,2023-16-12
697,53,Feminino,5km,00:23:28,Caxias do sul,RS,2023-10-31
698,,Masculino,21km,01:39:15,Niteroi,RJ,2023-08-08
699,39,Masculino,10km,00:45:29,Porto alegre,RS,2023-03-13
700,24,Feminino,42km,00:21:54,Campinas,SP,2023-06-05
701,,Feminino,5km,00:50:41,Ouro preto,MG,2023-02-08
702,64,Feminino,10km,00:30:48,Niteroi,RJ,2023-23-10
703,,Feminino,10km,00:31:24,Uberlandia,MG,2023-02-09
704,39,Masculino,10km,03:10:24,Caxias do sul,RS,2023-14-12
705,28,Masculino,10km,02:43:55,Caxias do sul,RS,2023-04-03
706,,Masculino,42km,02:21:17,Gramado,RS,2023-03-05
707,41,Feminino,5km,00:56:32,Uberlandia,MG,2023-07-29
708,39,Masculino,21km,01:48:37,Caxias do sul,RS,2023-10-02
709,,Masculino,10km,00:59:23,Gramado,RS,2023-05-09
710,45,Feminino,5km,01:23:32,Belo horizonte,MG,2023-06-12
711,,Masculino,5km,00:58:51,Petropolis,RJ,2023-06-10
712,18,Masculino,10km,04:59:25,Niteroi,RJ,2023-22-01
713,31,Masculino,21km,00:29:45,Belo horizonte,MG,2023-03-10
714,,Feminino,42km,04:39:54,Sao paulo,SP,2023-24-01
715,21,Masculino,5km,00:10:09,Sao paulo,SP,2023-05-09
716,31,Feminino,21km,04:46:36,Uberlandia,MG,2023-31-01
717,,Feminino,10km,02:30:14,Rio de janeiro,RJ,2023-04-03
718,37,Feminino,10km,03:18:35,Petropolis,RJ,2023-10-03
719,,Feminino,21km,00:49:28,Uberlandia,MG,2023-12-27
720,41,Masculino,21km,00:46:54,Belo horizonte,MG,2023-03-15
721,27,Feminino,21km,04:43:57,Sao paulo,SP,2023-08-08
722,,Feminino,42km,01:40:06,Ouro preto,MG,2023-07-11
723,,Masculino,10km,00:17:02,Ouro preto,MG,2023-04-01
724,34,Masculino,5km,00:59:17,Sao paulo,SP,2023-04-20
725,39,Masculino,10km,05:56:06,Porto alegre,RS,2023-06-08
726,,Feminino,5km,03:27:08,Porto alegre,RS,2023-28-01
727,53,Masculino,5km,00:29:27,Niteroi,RJ,2023-05-30
728,26,Feminino,42km,02:20:50,Porto alegre,RS,2023-23-10
729,,Feminino,10km,03:28:13,Gramado,RS,2023-01-06
730,,Masculino,10km,01:41:16,Sao paulo,SP,2023-09-10
731,26,Feminino,10km,00:57:29,Belo horizonte,MG,2023-08-25
732,55,Feminino,5km,00:55:37,Belo horizonte,MG,2023-08-05
733,,Feminino,21km,03:28:49,Santos,SP,2023-08-28
734,,Feminino,42km,00:15:37,Sao paulo,SP,2023-10-13
735,35,Feminino,21km,05:36:37,Ouro preto,MG,2023-27-07
736,62,Masculino,21km,02:54:41,Ouro preto,MG,2023-03-26
737,,Feminino,21km,02:17:32,Gramado,RS,2023-06-15
738,49,Feminino,10km,03:28:08,Ouro preto,MG,2023-10-09
739,44,Masculino,10km,05:19:18,Sao paulo,SP,2023-09-07
740,,Feminino,21km,00:25:57,Caxias do sul,RS,2023-08-14
741,31,Feminino,21km,00:25:13,Belo horizonte,MG,2023-09-04
742,57,Feminino,21km,02:24:26,Belo horizonte,MG,2023-03-22
743,,Masculino,10km,00:16:20,Uberlandia,MG,2023-12-12
744,,Feminino,21km,02:32:08,Sao paulo,SP,2023-10-12
745,34,Feminino,21km,02:50:50,Niteroi,RJ,2023-11-05
746,57,Masculino,10km,04:43:26,Sao paulo,SP,2023-04-28
747,21,Masculino,5km,00:29:13,Petropolis,RJ,2023-12-28
748,51,Feminino,42km,04:48:38,Petropolis,RJ,2023-12-02
749,28,Masculino,10km,00:11:26,Ouro preto,MG,2023-29-08
750,51,Masculino,5km,00:43:08,Rio de janeiro,RJ,2023-06-16
751,39,Feminino,5km,00:10:33,Campinas,SP,2023-01-15
752,,Feminino,42km,00:40:47,Niteroi,RJ,2023-07-20
753,56,Feminino,10km,05:59:35,Uberlandia,MG,2023-09-11
754,,Masculino,42km,00:27:11,Gramado,RS,2023-05-09
755,22,Masculino,5km,00:52:44,Gramado,RS,2023-03-21
756,52,Feminino,10km,00:12:02,Campinas,SP,2023-04-17
757,,Feminino,42km,00:12:18,Campinas,SP,2023-21-05
758,34,Masculino,42km,01:24:16,Ouro preto,MG,2023-07-09
759,,Masculino,10km,02:20:09,Caxias do sul,RS,2023-07-15
760,,Feminino,10km,01:56:09,Uberlandia,MG,2023-05-01
761,27,Feminino,10km,01:30:14,Gramado,RS,2023-28-09
762,,Masculino,5km,03:26:50,Rio de janeiro,RJ,2023-31-03
763,62,Masculino,42km,04:59:41,Santos,SP,2023-09-07
764,39,Masculino,5km,03:22:26,Sao paulo,SP,2023-21-11
765,41,Feminino,5km,05:49:52,Uberlandia,MG,2023-06-15
766,63,Feminino,5km,02:31:12,Petropolis,RJ,2023-21-07
767,38,Feminino,10km,01:15:16,Petropolis,RJ,2023-06-07
768,,Masculino,21km,05:42:32,Petropolis,RJ,2023-08-10
769,36,Feminino,21km,01:39:37,Porto alegre,RS,2023-13-12
770,21,Feminino,5km,00:50:07,Rio de janeiro,RJ,2023-08-08
771,35,Masculino,21km,03:34:23,Campinas,SP,2023-11-26
772,,Feminino,42km,01:45:29,Rio de janeiro,RJ,2023-09-21
773,45,Feminino,10km,01:10:55,Caxias do sul,RS,2023-21-12
774,,Feminino,10km,04:39:46,Santos,SP,2023-03-12
775,48,Feminino,21km,05:17:56,Sao paulo,SP,2023-09-26
776,37,Feminino,10km,05:50:20,Gramado,RS,2024-01-01
777,18,Masculino,10km,05:21:00,Uberlandia,MG,2023-08-22
778,26,Feminino,10km,00:32:34,Caxias do sul,RS,2023-08-11
779,31,Feminino,5km,04:21:14,Campinas,SP,2023-10-03
780,40,Masculino,10km,01:12:13,Niteroi,RJ,2023-01-26
781,,Feminino,21km,00:54:03,Santos,SP,2023-11-13
782,,Masculino,42km,00:45:37,Niteroi,RJ,2023-12-09
783,51,Feminino,5km,01:10:06,Uberlandia,MG,2023-01-03
784,,Feminino,5km,05:30:48,Gramado,RS,2023-03-12
785,,Feminino,5km,00:27:49,Ouro preto,MG,2023-26-07
786,37,Feminino,5km,02:16:50,Campinas,SP,2023-11-20
787,61,Masculino,5km,04:16:40,Belo horizonte,MG,2023-10-02
788,,Masculino,5km,04:22:03,Campinas,SP,2023-09-28
789,,Feminino,21km,03:44:05,Rio de janeiro,RJ,2023-31-01
790,29,Masculino,21km,01:30:36,Porto alegre,RS,2023-11-21
791,,Feminino,21km,00:49:32,Rio de janeiro,RJ,2023-08-15
792,,Feminino,21km,00:17:44,Rio de janeiro,RJ,2023-02-24
793,,Feminino,42km,00:14:16,Belo horizonte,MG,2023-09-01
794,39,Masculino,5km,04:39:47,Santos,SP,2023-11-10
795,,Masculino,5km,01:29:57,Uberlandia,MG,2023-08-30
796,,Feminino,42km,00:13:57,Rio de janeiro,RJ,2023-18-11
797,,Feminino,10km,02:57:22,Sao paulo,SP,2023-20-08
798,65,Feminino,10km,00:23:25,Ouro preto,MG,2023-11-07
799,48,Masculino,42km,03:50:18,Campinas,SP,2023-07-21
800,,Feminino,21km,02:14:19,Gramado,RS,2023-01-15
801,46,Masculino,5km,03:36:57,Uberlandia,MG,2023-03-11
802,63,Masculino,42km,03:21:46,Belo horizonte,MG,2023-09-10
803,63,Feminino,5km,03:25:40,Gramado,RS,2023-24-02
804,,Masculino,10km,00:36:16,Niteroi,RJ,2023-05-22
805,60,Feminino,42km,00:34:06,Ouro preto,MG,2023-06-22
806,40,Masculino,10km,00:12:32,Gramado,RS,2023-12-23
807,,Masculino,5km,00:24:49,Campinas,SP,2023-07-20
808,25,Feminino,5km,05:49:21,Campinas,SP,2023-01-11
